pack	path	name	renderers	matSlots	distinctMats	shaders	tris	boundsX	boundsY	boundsZ	childCount	gripHits	muzzleHits	childSample
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_H.prefab	ForwardGrip_H	1	1	1	StylizedToonWorldKit/Toon/Toon Lit	532	0.048	0.118	0.063	0	1	0	
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_I.prefab	ForwardGrip_I	1	1	1	StylizedToonWorldKit/Toon/Toon Lit	616	0.050	0.100	0.154	0	1	0	
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_A.prefab	Bullet_A	2	2	1	StylizedToonWorldKit/Toon/Toon Lit	172	0.012	0.014	0.074	1	0	0	Bullet_A_Part
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_B.prefab	Bullet_B	2	2	1	StylizedToonWorldKit/Toon/Toon Lit	268	0.012	0.014	0.072	1	0	0	Bullet_B_Part
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_C.prefab	Bullet_C	2	2	1	StylizedToonWorldKit/Toon/Toon Lit	196	0.012	0.014	0.075	1	0	0	Bullet_C_Part
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_ShotGun_A.prefab	Bullet_ShotGun_A	1	1	1	StylizedToonWorldKit/Toon/Toon Lit	164	0.024	0.028	0.081	0	0	0	
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_ShotGun_B.prefab	Bullet_ShotGun_B	1	1	1	StylizedToonWorldKit/Toon/Toon Lit	188	0.024	0.028	0.081	0	0	0	
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Bullets/Bullet_ShotGun_C.prefab	Bullet_ShotGun_C	1	1	1	StylizedToonWorldKit/Toon/Toon Lit	476	0.024	0.028	0.081	0	0	0	
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_A_1.prefab	AR_A_1	12	12	1	StylizedToonWorldKit/Toon/Toon Lit	8104	0.096	0.331	0.629	15	3	1	AR_A_Barrel,AR_A_BarrelGuard,AR_A_BarrelGuard_Rail,AR_A_Bolt,AR_A_Grip,AR_A_Mag
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_A_2.prefab	AR_A_2	11	11	1	StylizedToonWorldKit/Toon/Toon Lit	6978	0.093	0.237	0.761	11	1	0	AR_A_Barrel_2,AR_A_BarrelGuard_2,AR_A_Bolt,AR_A_Grip,AR_A_Mag_2,AR_A_Rail
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_B.prefab	AR_B	9	9	1	StylizedToonWorldKit/Toon/Toon Lit	5620	0.100	0.271	0.537	12	3	1	AR_B_Barrel,AR_B_BarrelGuard,AR_B_Bolt,AR_B_Grip,AR_B_Mag,AR_B_Rail
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_C.prefab	AR_C	13	13	1	StylizedToonWorldKit/Toon/Toon Lit	7602	0.104	0.243	0.636	16	3	1	AR_C_Barrel,AR_C_Sight_Forward,AR_C_Bolt,AR_C_Grip,AR_C_Mag,AR_C_Rail
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_D.prefab	AR_D	12	12	1	StylizedToonWorldKit/Toon/Toon Lit	6348	0.078	0.268	0.605	15	2	1	AR_D_Barrel,AR_D_BarrelGuard,AR_D_BarrelGuard_Rail,AR_D_Bolt,AR_D_Bolt_Part,AR_D_Mag
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/AR_E.prefab	AR_E	6	6	1	StylizedToonWorldKit/Toon/Toon Lit	3664	0.072	0.334	0.862	9	2	1	AR_E_Barrel,AR_E_Bolt,AR_E_Mag,AR_E_Rail,AR_E_Receiver,AR_E_Trigger
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_A.prefab	ShotGun_A	10	10	1	StylizedToonWorldKit/Toon/Toon Lit	4506	0.059	0.304	0.867	13	3	1	ShotGun_A_Barrel,ShotGun_A_Bolt,ShotGun_A_Grip,ShotGun_A_Mag,ShotGun_A_Rail,ShotGun_A_Receiver
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_B.prefab	ShotGun_B	9	9	1	StylizedToonWorldKit/Toon/Toon Lit	2964	0.070	0.184	0.626	12	2	1	ShotGun_B_Barrel,ShotGun_B_BarrelGuard,ShotGun_B_Mag,ShotGun_B_Rail,ShotGun_B_Receiver,ShotGun_B_Sight_Back
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_C.prefab	ShotGun_C	12	12	1	StylizedToonWorldKit/Toon/Toon Lit	4532	0.077	0.199	0.595	15	3	1	ShotGun_C_Barrel,ShotGun_C_BarrelGuard,ShotGun_C_Bolt,ShotGun_C_Grip,ShotGun_C_Mag,ShotGun_C_Rail
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_D.prefab	ShotGun_D	11	11	1	StylizedToonWorldKit/Toon/Toon Lit	4070	0.086	0.241	0.560	14	3	1	ShotGun_D_Barrel,ShotGun_D_BarrelGuard,ShotGun_D_BarrelGuard_Rail,ShotGun_D_Bolt,ShotGun_D_Grip,ShotGun_D_Mag
ShotgunPack1	Assets/ThirdParty/Low Poly ShotGun Weapon Pack 1/Prefabs/Weapons/ShotGun_E.prefab	ShotGun_E	6	6	1	StylizedToonWorldKit/Toon/Toon Lit	2262	0.065	0.235	1.162	9	2	1	ShotGun_E_Barrel,ShotGun_E_BarrelGuard,ShotGun_E_Bolt,ShotGun_E_Rail,ShotGun_E_Receiver,ShotGun_E_Trigger
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Brake_J.prefab	Muzzle_Brake_J	1	1	1	Universal Render Pipeline/Lit	874	0.038	0.054	0.109	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_L.prefab	Muzzle_Suppressor_L	1	1	1	Universal Render Pipeline/Lit	2464	0.043	0.050	0.252	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles/Muzzle_Suppressor_L_Sand.prefab	Muzzle_Suppressor_L_Sand	1	1	1	Universal Render Pipeline/Lit	2464	0.043	0.050	0.252	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_D.prefab	Muzzle_Recon_Brake_D	1	1	1	Universal Render Pipeline/Lit	1044	0.033	0.039	0.131	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_A.prefab	Mag_A	1	1	1	Universal Render Pipeline/Lit	3152	0.048	0.266	0.116	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_A_Sand.prefab	Mag_A_Sand	1	1	1	Universal Render Pipeline/Lit	3152	0.048	0.266	0.116	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_B.prefab	Mag_B	1	1	1	Universal Render Pipeline/Lit	2186	0.050	0.260	0.119	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_B_Sand.prefab	Mag_B_Sand	1	1	1	Universal Render Pipeline/Lit	2186	0.050	0.260	0.119	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_C.prefab	Mag_C	1	1	1	Universal Render Pipeline/Lit	1946	0.046	0.267	0.129	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Mags/Mag_C_Sand.prefab	Mag_C_Sand	1	1	1	Universal Render Pipeline/Lit	1946	0.046	0.267	0.129	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Optics/Optics/Optic_AQ.prefab	Optic_AQ	2	2	2	Universal Render Pipeline/Lit	3022	0.061	0.110	0.121	1	0	0	Optic_AQ_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/Optics/Optics_Recon/Optic_Recon_T.prefab	Optic_Recon_T	2	2	2	Universal Render Pipeline/Lit	3866	0.075	0.145	0.398	1	0	0	Optic_Recon_T_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/UnderBarrels/GrenadeLaunchers/GrenadeLauncher_C.prefab	GrenadeLauncher_C	6	6	1	Universal Render Pipeline/Lit	7416	0.096	0.217	0.486	5	0	0	GrenadeLauncher_C_Barrel,GrenadeLauncher_C_Sight,GrenadeLauncher_C_Sight_Back,GrenadeLauncher_C_Sight_Front,GrenadeLauncher_C_Trigger
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Attachments/UnderBarrels/GrenadeLaunchers/GrenadeLauncher_C_Sand.prefab	GrenadeLauncher_C_Sand	6	6	1	Universal Render Pipeline/Lit	7416	0.096	0.217	0.486	5	0	0	GrenadeLauncher_C_Barrel_Sand,GrenadeLauncher_C_Sight_Sand,GrenadeLauncher_C_Sight_Back_Sand,GrenadeLauncher_C_Sight_Front_Sand,GrenadeLauncher_C_Trigger_Sand
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets/Bullet_F.prefab	Bullet_F	2	2	1	Universal Render Pipeline/Lit	352	0.012	0.014	0.074	1	0	0	Bullet_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets/Bullets_PreSet/Bullets_F.prefab	Bullets_F	6	6	1	Universal Render Pipeline/Lit	1056	0.012	0.014	0.074	6	0	0	Bullet_F,Bullet_F_Part,Bullet_F (1),Bullet_F_Part,Bullet_F (2),Bullet_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_Pistol/Bullet_Pistol_F.prefab	Bullet_Pistol_F	2	2	1	Universal Render Pipeline/Lit	340	0.012	0.013	0.032	1	0	0	Bullet_Pistol_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_Pistol/Bullets_Pistol_PreSet/Bullets_Pistol_F.prefab	Bullets_Pistol_F	6	6	1	Universal Render Pipeline/Lit	1020	0.012	0.013	0.032	6	0	0	Bullet_Pistol_F,Bullet_Pistol_F_Part,Bullet_Pistol_F (1),Bullet_Pistol_F_Part,Bullet_Pistol_F (2),Bullet_Pistol_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_Recon/Bullet_Recon_F.prefab	Bullet_Recon_F	2	2	1	Universal Render Pipeline/Lit	400	0.018	0.021	0.103	1	0	0	Bullet_Recon_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_Recon/Bullets_Recon_PreSet/Bullets_Recon_F.prefab	Bullets_Recon_F	6	6	1	Universal Render Pipeline/Lit	1200	0.018	0.021	0.103	6	0	0	Bullet_Recon_F,Bullet_Recon_F_Part,Bullet_Recon_F (1),Bullet_Recon_F_Part,Bullet_Recon_F (2),Bullet_Recon_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_SMG/Bullet_SMG_F.prefab	Bullet_SMG_F	2	2	1	Universal Render Pipeline/Lit	292	0.013	0.015	0.033	1	0	0	Bullet_SMG_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Bullets/Bullets_SMG/Bullets_SMG_PreSet/Bullets_SMG_F.prefab	Bullets_SMG_F	6	6	1	Universal Render Pipeline/Lit	876	0.013	0.015	0.033	6	0	0	Bullet_SMG_F,Bullet_SMG_F_Part,Bullet_SMG_F (1),Bullet_SMG_F_Part,Bullet_SMG_F (2),Bullet_SMG_F_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Items/MW_Dogtag_A.prefab	MW_Dogtag_A	2	2	1	Universal Render Pipeline/Lit	3818	0.123	0.050	0.147	1	0	0	MW_Dogtag_A_Ring
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Rails_Pistol/Rail_Pistol_A.prefab	Rail_Pistol_A	1	1	1	Universal Render Pipeline/Lit	140	0.025	0.010	0.057	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Rails_Pistol/Rail_Pistol_B.prefab	Rail_Pistol_B	1	1	1	Universal Render Pipeline/Lit	140	0.025	0.010	0.057	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lasers_Pistol/Laser_Pistol_A.prefab	Laser_Pistol_A	1	1	1	Universal Render Pipeline/Lit	548	0.032	0.038	0.085	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lasers_Pistol/Laser_Pistol_B.prefab	Laser_Pistol_B	1	1	1	Universal Render Pipeline/Lit	756	0.043	0.051	0.088	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lights_Pistol/Light_Pistol_A.prefab	Light_Pistol_A	1	1	1	Universal Render Pipeline/Lit	584	0.036	0.047	0.165	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lights_Pistol/Light_Pistol_B.prefab	Light_Pistol_B	1	1	1	Universal Render Pipeline/Lit	544	0.039	0.048	0.108	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Down.prefab	BarrelGuard_Chip_A_Down	1	1	1	Universal Render Pipeline/Lit	372	0.053	0.015	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Left.prefab	BarrelGuard_Chip_A_Left	1	1	1	Universal Render Pipeline/Lit	372	0.015	0.053	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Right.prefab	BarrelGuard_Chip_A_Right	1	1	1	Universal Render Pipeline/Lit	372	0.015	0.053	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Up.prefab	BarrelGuard_Chip_A_Up	1	1	1	Universal Render Pipeline/Lit	372	0.053	0.015	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Down.prefab	BarrelGuard_Chip_B_Down	1	1	1	Universal Render Pipeline/Lit	744	0.053	0.015	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Left.prefab	BarrelGuard_Chip_B_Left	1	1	1	Universal Render Pipeline/Lit	744	0.015	0.053	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Right.prefab	BarrelGuard_Chip_B_Right	1	1	1	Universal Render Pipeline/Lit	744	0.015	0.053	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Up.prefab	BarrelGuard_Chip_B_Up	1	1	1	Universal Render Pipeline/Lit	744	0.053	0.015	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Down.prefab	BarrelGuard_Chip_C_Down	1	1	1	Universal Render Pipeline/Lit	1252	0.053	0.018	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Left.prefab	BarrelGuard_Chip_C_Left	1	1	1	Universal Render Pipeline/Lit	1252	0.018	0.053	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Right.prefab	BarrelGuard_Chip_C_Right	1	1	1	Universal Render Pipeline/Lit	1252	0.018	0.053	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Up.prefab	BarrelGuard_Chip_C_Up	1	1	1	Universal Render Pipeline/Lit	1252	0.053	0.018	0.150	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Equipments/Distance Measuring Equipment.prefab	Distance Measuring Equipment	1	1	1	Universal Render Pipeline/Lit	788	0.051	0.081	0.034	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Equipments/HeartBeat Sensor.prefab	HeartBeat Sensor	1	1	1	Universal Render Pipeline/Lit	1010	0.115	0.091	0.030	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rail_Risers/Rail_Riser_A.prefab	Rail_Riser_A	1	1	1	Universal Render Pipeline/Lit	588	0.055	0.034	0.120	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rail_Risers/Rail_Riser_B.prefab	Rail_Riser_B	1	1	1	Universal Render Pipeline/Lit	806	0.055	0.036	0.188	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Down.prefab	Rail_A_Down	1	1	1	Universal Render Pipeline/Lit	184	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Down_Sand.prefab	Rail_A_Down_Sand	1	1	1	Universal Render Pipeline/Lit	184	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Left.prefab	Rail_A_Left	1	1	1	Universal Render Pipeline/Lit	184	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Left_Sand.prefab	Rail_A_Left_Sand	1	1	1	Universal Render Pipeline/Lit	184	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Right.prefab	Rail_A_Right	1	1	1	Universal Render Pipeline/Lit	184	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Right_Sand.prefab	Rail_A_Right_Sand	1	1	1	Universal Render Pipeline/Lit	184	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Up.prefab	Rail_A_Up	1	1	1	Universal Render Pipeline/Lit	184	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Up_Sand.prefab	Rail_A_Up_Sand	1	1	1	Universal Render Pipeline/Lit	184	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Down.prefab	Rail_B_Down	1	1	1	Universal Render Pipeline/Lit	328	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Down_Sand.prefab	Rail_B_Down_Sand	1	1	1	Universal Render Pipeline/Lit	328	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Left.prefab	Rail_B_Left	1	1	1	Universal Render Pipeline/Lit	328	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Left_Sand.prefab	Rail_B_Left_Sand	1	1	1	Universal Render Pipeline/Lit	328	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Right.prefab	Rail_B_Right	1	1	1	Universal Render Pipeline/Lit	328	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Right_Sand.prefab	Rail_B_Right_Sand	1	1	1	Universal Render Pipeline/Lit	328	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Up.prefab	Rail_B_Up	1	1	1	Universal Render Pipeline/Lit	328	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Up_Sand.prefab	Rail_B_Up_Sand	1	1	1	Universal Render Pipeline/Lit	328	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Down.prefab	Rail_C_Down	1	1	1	Universal Render Pipeline/Lit	264	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Down_Sand.prefab	Rail_C_Down_Sand	1	1	1	Universal Render Pipeline/Lit	264	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Left.prefab	Rail_C_Left	1	1	1	Universal Render Pipeline/Lit	264	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Left_Sand.prefab	Rail_C_Left_Sand	1	1	1	Universal Render Pipeline/Lit	264	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Right.prefab	Rail_C_Right	1	1	1	Universal Render Pipeline/Lit	264	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Right_Sand.prefab	Rail_C_Right_Sand	1	1	1	Universal Render Pipeline/Lit	264	0.012	0.033	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Up.prefab	Rail_C_Up	1	1	1	Universal Render Pipeline/Lit	264	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Rails/Rails_C/Rail_C_Up_Sand.prefab	Rail_C_Up_Sand	1	1	1	Universal Render Pipeline/Lit	264	0.033	0.012	0.138	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_A_Left.prefab	Laser_A_Left	1	1	1	Universal Render Pipeline/Lit	1312	0.042	0.068	0.126	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_A_Right.prefab	Laser_A_Right	1	1	1	Universal Render Pipeline/Lit	1312	0.042	0.068	0.126	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_B_Left.prefab	Laser_B_Left	1	1	1	Universal Render Pipeline/Lit	1982	0.040	0.073	0.131	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_B_Right.prefab	Laser_B_Right	1	1	1	Universal Render Pipeline/Lit	1982	0.040	0.073	0.131	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_C_Left.prefab	Laser_C_Left	1	1	1	Universal Render Pipeline/Lit	718	0.034	0.078	0.101	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_C_Right.prefab	Laser_C_Right	1	1	1	Universal Render Pipeline/Lit	718	0.034	0.078	0.101	0	0	0	
