runtime_key,asset_path,addressable_label,profile,use_case
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps02.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.concretesteps.concretesingelsteps03","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps03.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps03.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.concretesteps.concretesingelsteps04","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps04.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps04.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.concretesteps.concretesingelsteps05","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps05.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps05.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.concretesteps.concretesingelsteps06","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps06.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps06.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.concretesteps.concretesingelsteps07","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps07.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps07.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.concretesteps.concretesingelsteps08","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps08.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.concrete","Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps08.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps01","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps01.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps01.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps02","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps02.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps02.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps03","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps03.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps03.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps04","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps04.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps04.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps05","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps05.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps05.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps06","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps06.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps06.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps07","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps07.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps07.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.earthgroundsteps.earthgroundsteps08","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps08.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.earth","Assets/Footsteps Pack Expanded/SingleSteps/EarthgroundSteps/EarthGroundSteps08.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps01","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps01.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps01.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps02","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps02.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps02.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps03","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps03.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps03.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps04","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps04.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps04.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps05","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps05.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps05.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps06","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps06.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps06.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps07","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps07.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps07.wav","zw-audio-footsteps","player_movement","player movement"
"library.footsteps.pack.expanded.singlesteps.metalsteps.metalsteps08","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps08.wav","zw-audio-footsteps","player_movement","catalogued source; direct runtime use not required"
"sfx.footstep.player.metal","Assets/Footsteps Pack Expanded/SingleSteps/MetalSteps/MetalSteps08.wav","zw-audio-footsteps","player_movement","player movement"
"library.freeweaponsounds.assaultrifle.foley.01.assault.rifle.reload.1.drop.the.mag","Assets/FreeWeaponSounds/AssaultRifle/Foley/01_assault_rifle_reload_1_drop_the_mag.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.reload","Assets/FreeWeaponSounds/AssaultRifle/Foley/01_assault_rifle_reload_1_drop_the_mag.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.foley.02.assault.rifle.reload.1.insert.the.mag","Assets/FreeWeaponSounds/AssaultRifle/Foley/02_assault_rifle_reload_1_insert_the_mag.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.reload","Assets/FreeWeaponSounds/AssaultRifle/Foley/02_assault_rifle_reload_1_insert_the_mag.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.foley.03.assault.rifle.reload.1.bolt","Assets/FreeWeaponSounds/AssaultRifle/Foley/03_assault_rifle_reload_1_bolt.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.reload","Assets/FreeWeaponSounds/AssaultRifle/Foley/03_assault_rifle_reload_1_bolt.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.foley.assault.rifle.mag.draw","Assets/FreeWeaponSounds/AssaultRifle/Foley/assault_rifle_mag_draw.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"library.freeweaponsounds.assaultrifle.foley.assault.rifle.weapon.equip","Assets/FreeWeaponSounds/AssaultRifle/Foley/assault_rifle_weapon_equip.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.equip","Assets/FreeWeaponSounds/AssaultRifle/Foley/assault_rifle_weapon_equip.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.gunshot.01","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_gunshot_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.fire","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_gunshot_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.gunshot.02","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_gunshot_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.fire","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_gunshot_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.gunshot.03","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_gunshot_03.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.fire","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_gunshot_03.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.sil.gunshot.01","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_sil_gunshot_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.silenced.fire","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_sil_gunshot_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.sil.gunshot.02","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_sil_gunshot_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.silenced.fire","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_sil_gunshot_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.sil.gunshot.03","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_sil_gunshot_03.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.silenced.fire","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_sil_gunshot_03.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.tail.01","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_tail_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.tail","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_tail_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.assaultrifle.gunshots.assault.rifle.tail.02","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_tail_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.rifle.tail","Assets/FreeWeaponSounds/AssaultRifle/Gunshots/assault_rifle_tail_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.bgm.clearwave","Assets/FreeWeaponSounds/BGM/ClearWave.wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.wave.clear","Assets/FreeWeaponSounds/BGM/ClearWave.wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.defeat.1","Assets/FreeWeaponSounds/BGM/Defeat (1).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.defeat","Assets/FreeWeaponSounds/BGM/Defeat (1).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.defeat.2","Assets/FreeWeaponSounds/BGM/Defeat (2).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.defeat","Assets/FreeWeaponSounds/BGM/Defeat (2).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.defeat.3","Assets/FreeWeaponSounds/BGM/Defeat (3).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.defeat","Assets/FreeWeaponSounds/BGM/Defeat (3).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.defeat.4","Assets/FreeWeaponSounds/BGM/Defeat (4).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.defeat","Assets/FreeWeaponSounds/BGM/Defeat (4).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.dogattack.1","Assets/FreeWeaponSounds/BGM/DogAttack (1).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.canine_heavy.attack","Assets/FreeWeaponSounds/BGM/DogAttack (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.attack","Assets/FreeWeaponSounds/BGM/DogAttack (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.freeweaponsounds.bgm.dogattack.2","Assets/FreeWeaponSounds/BGM/DogAttack (2).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.canine_heavy.attack","Assets/FreeWeaponSounds/BGM/DogAttack (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.attack","Assets/FreeWeaponSounds/BGM/DogAttack (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.freeweaponsounds.bgm.dogattack.3","Assets/FreeWeaponSounds/BGM/DogAttack (3).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.canine_heavy.attack","Assets/FreeWeaponSounds/BGM/DogAttack (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.attack","Assets/FreeWeaponSounds/BGM/DogAttack (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.freeweaponsounds.bgm.furryattack.1","Assets/FreeWeaponSounds/BGM/FurryAttack (1).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.feline_fast.attack","Assets/FreeWeaponSounds/BGM/FurryAttack (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.attack","Assets/FreeWeaponSounds/BGM/FurryAttack (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.freeweaponsounds.bgm.furryattack.2","Assets/FreeWeaponSounds/BGM/FurryAttack (2).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.feline_fast.attack","Assets/FreeWeaponSounds/BGM/FurryAttack (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.attack","Assets/FreeWeaponSounds/BGM/FurryAttack (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.freeweaponsounds.bgm.furryattack.3","Assets/FreeWeaponSounds/BGM/FurryAttack (3).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.feline_fast.attack","Assets/FreeWeaponSounds/BGM/FurryAttack (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.attack","Assets/FreeWeaponSounds/BGM/FurryAttack (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"library.freeweaponsounds.bgm.gameplaymusic.1","Assets/FreeWeaponSounds/BGM/GamePlayMusic (1).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.run.stage1","Assets/FreeWeaponSounds/BGM/GamePlayMusic (1).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.gameplaymusic.2","Assets/FreeWeaponSounds/BGM/GamePlayMusic (2).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.run.stage1","Assets/FreeWeaponSounds/BGM/GamePlayMusic (2).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.gameplaymusic.3","Assets/FreeWeaponSounds/BGM/GamePlayMusic (3).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.run.stage1","Assets/FreeWeaponSounds/BGM/GamePlayMusic (3).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.gameplaymusic.4","Assets/FreeWeaponSounds/BGM/GamePlayMusic (4).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.run.stage1","Assets/FreeWeaponSounds/BGM/GamePlayMusic (4).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.hubmusic.1","Assets/FreeWeaponSounds/BGM/HubMusic (1).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.hub","Assets/FreeWeaponSounds/BGM/HubMusic (1).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.hubmusic.2","Assets/FreeWeaponSounds/BGM/HubMusic (2).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.hub","Assets/FreeWeaponSounds/BGM/HubMusic (2).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.hubmusic.3","Assets/FreeWeaponSounds/BGM/HubMusic (3).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.hub","Assets/FreeWeaponSounds/BGM/HubMusic (3).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.hubmusic.4","Assets/FreeWeaponSounds/BGM/HubMusic (4).wav","zw-audio-core","music","catalogued source; direct runtime use not required"
"music.hub","Assets/FreeWeaponSounds/BGM/HubMusic (4).wav","zw-audio-core","music","state-driven BGM"
"library.freeweaponsounds.bgm.puppetdeath.1","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (1).wav","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppetdeath.2","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.death","Assets/FreeWeaponSounds/BGM/PuppetDeath (2).wav","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppethurt.1","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (1).mp3","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppethurt.2","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (2).wav","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppethurt.3","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (3).wav","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppethurt.5","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
